,id_filma,zanr,id_rezisera,id_glumca1,id_glumca2,ocena,mesec_izlaska,br_oskara_rezisera,br_dr_nagrada_rezisera,br_oskara_glumca1,br_dr_nagrada_glumca1,br_oskara_glumca2,br_dr_nagrada_glumca2
1101,tt2717822,"Action, Crime, Thriller",nm0000520,nm1165110,nm0205626,5.4,January,4,18,0,13,1,91
1102,tt5461944,"Action, Drama, History",nm2285536,nm2353862,nm2309517,7.6,March,0,17,1,19,0,9
1103,tt2361317,"Action, Crime, Drama",nm0000255,nm0000255,nm1102577,6.4,January,2,71,2,71,0,11
1104,tt0997152,"Drama, Thriller",nm0771228,nm0004778,nm1544217,6.4,August,0,0,1,13,0,5
1105,tt1578275,"Comedy, Drama",nm0000165,nm0000681,nm0416673,5.3,January,2,37,0,7,0,0
1106,tt1686821,"Action, Comedy, Drama",nm0914132,nm3614913,nm4867258,5.5,February,0,0,0,2,0,0
1107,tt1850397,"Mystery, Romance, Thriller",nm0887452,nm0881631,nm0005188,6.3,October,0,4,0,8,0,6
1108,tt0443465,"Comedy, Drama, Romance",nm0262635,nm0262635,nm1404408,6.8,July,0,7,0,7,0,0
1109,tt2937696,Comedy,nm0000500,nm4296357,nm0388382,6.9,April,5,108,0,2,0,4
1110,tt1124037,"Action, Biography, Drama",nm0002657,nm0000190,nm1813221,6.9,June,4,8,1,48,0,7
1111,tt2106651,"Action, Adventure, Sci-Fi",nm0558873,nm0197647,nm0607865,6.3,December,0,0,0,2,0,5
1112,tt1226837,"Biography, Drama",nm0886976,nm0136797,nm0005491,7.3,October,0,30,1,35,0,3
1113,tt2547584,"Drama, Romance",nm0161834,nm1055413,nm2539953,7.2,September,0,10,2,78,1,51
1114,tt1772264,"Drama, Horror, Thriller",nm0026442,nm0000295,nm0836343,6.8,October,0,6,0,10,0,2
1115,tt5592248,"Drama, Thriller, War",nm0001068,nm0000173,nm0000379,6.3,June,1,57,1,100,0,39
1116,tt3169706,"Biography, Comedy, Drama",nm0911334,nm0631490,nm0001767,7.8,September,0,4,0,14,1,25
1117,tt8526872,"Biography, Comedy, Drama",nm0108132,nm0000552,nm1221047,7.3,October,0,7,1,40,0,0
1118,tt1374989,"Action, Comedy, Fantasy",nm0824882,nm4141252,nm0727165,5.8,May,0,2,0,4,0,7
1119,tt0810922,"Comedy, Drama, Romance",nm0236226,nm0333410,nm0267506,6.3,March,0,4,0,7,0,0
1120,tt7939766,"Drama, Thriller",nm0442109,nm0687146,nm2976580,6.7,September,1,83,0,5,9,12
1121,tt8695030,"Comedy, Fantasy, Horror",nm0000464,nm0000195,nm3485845,5.5,June,0,33,1,53,2,57
1122,tt2463288,Comedy,nm0109359,nm0006969,nm0005188,6.0,May,0,2,0,13,0,6
1123,tt2231253,"Action, Crime, Drama",nm0922346,nm0005458,nm0029400,5.6,January,0,2,0,0,0,6
1124,tt0787524,"Biography, Drama",nm0114226,nm2353862,nm0000460,7.2,June,0,0,1,19,1,32
1125,tt1403177,"Comedy, Crime, Drama",nm1127632,nm0330687,nm2044770,7.0,June,0,4,0,22,0,0
1126,tt1334512,"Comedy, Romance",nm0934864,nm1258970,nm0000545,5.7,April,0,6,0,5,1,2
1127,tt2771372,"Crime, Drama, Mystery",nm0859432,nm0068338,nm0230655,6.8,March,0,0,0,15,0,0
1128,tt5215952,"Horror, Mystery, Thriller",nm2947553,nm0475165,nm1058565,7.5,May,0,29,0,2,0,13
1129,tt1430607,"Animation, Adventure, Comedy",nm0809877,nm0564215,nm0000980,7.1,November,0,0,0,19,1,23
1130,tt2091935,"Action, Comedy, Romance",nm2161247,nm0447695,nm0005377,6.3,April,0,2,1,18,1,48
1131,tt2461150,"Biography, Comedy, Crime",nm0381478,nm0302108,nm1325419,5.8,September,0,0,0,20,1,13
1132,tt2350496,"Drama, Romance",nm3592235,nm0451234,nm1909661,7.8,September,0,22,0,32,0,3
1133,tt3262342,"Animation, Biography, Crime",nm3699790,nm3150488,nm0283492,7.8,September,1,15,0,0,0,2
1134,tt3892172,Drama,nm0335138,nm5057169,nm0004936,7.2,June,1,49,0,7,0,8
1135,tt4622512,"Biography, Comedy, Drama",nm0206760,nm1297015,nm0136797,6.7,September,0,20,1,72,1,35
1136,tt1764183,"Drama, Thriller",nm1906430,nm0000152,nm0000215,6.6,September,0,0,0,20,1,58
1137,tt3553442,"Biography, Comedy, Drama",nm0275629,nm0275486,nm3053338,6.6,March,0,2,0,52,2,20
1138,tt1414382,"Comedy, Romance",nm0275698,nm0068338,nm0951148,5.8,September,0,0,0,15,0,0
1139,tt4853102,"Animation, Action, Crime",nm0515005,nm0175834,nm0000434,6.4,July,0,0,0,7,0,23
1140,tt2279373,"Animation, Action, Adventure",nm1196684,nm0444786,nm0000104,6.0,April,0,2,0,14,1,62
1141,tt2990140,"Adventure, Comedy, Family",nm0443505,nm0000621,nm6081322,7.1,November,0,0,0,7,0,0
1142,tt3064298,"Comedy, Drama, Romance",nm1414582,nm1128572,nm1239499,6.8,May,0,0,0,6,0,3
1143,tt1441326,"Drama, Mystery, Thriller",nm1699934,nm0647634,nm0005299,6.9,December,0,13,0,14,0,22
1144,tt8503618,"Biography, Drama, History",nm2371802,nm0592135,nm5623883,8.6,July,0,2,1,14,0,2
1145,tt1869716,"Adventure, Crime, Drama",nm2610231,nm1779870,nm0002907,6.8,June,0,2,0,4,0,12
1146,tt6791096,"Comedy, Romance",nm0463359,nm2154960,nm0931329,5.5,April,0,0,0,17,4,49
1147,tt5113040,"Animation, Adventure, Comedy",nm0719208,nm0652663,nm0366389,6.5,June,2,0,0,7,0,17
1148,tt8637428,"Comedy, Drama",nm2304675,nm10289762,nm5377144,7.6,August,0,13,0,9,0,8
1149,tt2967224,"Action, Comedy, Crime",nm0281945,nm0000702,nm0005527,5.2,May,0,0,1,54,0,11
1150,tt2752772,"Horror, Mystery, Thriller",nm1164602,nm0710447,nm0815370,5.3,September,0,11,0,3,0,0
1151,tt1212436,"Comedy, Romance",nm0693561,nm0000182,nm1533927,5.4,April,0,2,0,65,0,0
1152,tt2709692,"Animation, Comedy, Family",nm0155528,nm1212722,nm7372981,6.3,November,0,0,1,32,0,0
1153,tt2103254,"Comedy, Romance",nm1229520,nm0565250,nm0000215,4.9,July,0,0,2,37,1,58
1154,tt1320244,"Horror, Mystery, Thriller",nm0821844,nm0264579,nm0068042,5.6,August,0,2,0,2,0,3
1155,tt5710514,"Comedy, Crime, Drama",nm0086301,nm0001491,nm1953775,6.9,February,0,2,0,7,0,0
1156,tt1531663,Drama,nm3656297,nm0002071,nm0356017,6.4,October,0,0,0,16,0,11
1157,tt5390504,"Crime, Drama, History",nm0000941,nm3915784,nm1107001,7.3,August,2,83,0,8,0,7
1158,tt1204977,"Horror, Mystery, Thriller",nm0925482,nm4972453,nm4519628,4.5,October,0,0,0,4,0,0
1159,tt1767354,"Comedy, Fantasy, Horror",nm0814085,nm0947338,nm3547112,6.8,February,0,0,0,9,0,0
1160,tt3922818,"Drama, Romance, Sci-Fi",nm0155093,nm0000198,nm2633535,6.4,February,0,12,1,59,0,5
1161,tt3411444,"Animation, Adventure, Comedy",nm0757858,nm1078479,nm0571952,6.7,December,2,2,0,0,0,17
1162,tt4005402,"Biography, Drama, History",nm0302780,nm0914612,nm0117709,7.1,February,1,11,0,25,0,24
1163,tt5968394,"Action, Horror, Sci-Fi",nm1012501,nm0000422,nm5480894,6.0,March,0,2,0,30,0,15
1164,tt1308729,"Action, Crime, Thriller",nm0001353,nm0000230,nm0597388,5.7,February,0,12,3,61,0,2
1165,tt1931435,"Comedy, Drama, Romance",nm0951698,nm0000134,nm0000473,5.6,April,0,0,2,61,1,33
1166,tt1321860,Drama,nm0000149,nm0000154,nm0000149,6.6,May,2,56,2,41,2,56
1167,tt0935075,Drama,nm0593463,nm0000173,nm0001173,7.0,April,0,27,1,100,0,7
1168,tt6772950,"Horror, Thriller",nm0905592,nm1423955,nm0692677,5.2,April,0,8,0,11,0,4
1169,tt5613484,"Comedy, Drama",nm1706767,nm6129779,nm2239702,7.4,October,2,8,0,0,0,3
1170,tt6053438,"Drama, Mystery, Thriller",nm0001707,nm0000160,nm1086543,7.1,May,1,34,4,67,0,7
1171,tt1270761,"Adventure, Family, Fantasy",nm2552536,nm0005017,nm0001602,5.6,August,0,0,0,5,0,11
1172,tt1321509,Comedy,nm0001438,nm0001674,nm0001454,5.7,April,0,14,0,16,0,5
1173,tt1791682,"Comedy, Drama, Mystery",nm0000876,nm0001774,nm0915208,6.3,April,3,47,0,14,2,59
1174,tt1294688,"Drama, Romance",nm1127653,nm0461136,nm0941777,6.6,February,0,0,2,28,0,6
1175,tt0977855,"Biography, Drama, Thriller",nm0510731,nm0915208,nm0000576,6.8,December,0,2,2,59,2,72
1176,tt1341188,"Comedy, Drama, Romance",nm0000985,nm0000702,nm0748620,5.4,December,3,47,1,54,0,9
1177,tt4799050,"Comedy, Crime, Thriller",nm3622659,nm0424060,nm0571952,5.2,June,0,0,2,61,0,17
1178,tt1666186,"Comedy, Horror",nm0294997,nm3834164,nm1782667,3.4,October,0,0,0,0,0,0
1179,tt2170299,"Comedy, Drama",nm0000867,nm0000867,nm1063517,6.6,March,0,15,0,15,0,2
1180,tt1213648,"Crime, Drama",nm1184258,nm0268199,nm0461136,6.2,November,1,15,0,15,2,28
1181,tt6306064,"Action, Adventure, Biography",nm0466349,nm0940362,nm3510471,6.6,June,0,34,0,35,0,3
1182,tt3099498,"Comedy, Drama, Horror",nm0003620,nm0519043,nm0662981,5.3,September,0,13,0,3,0,4
1183,tt8688634,"Action, Crime, Thriller",nm1047532,nm1569276,nm1092227,6.6,November,0,4,0,10,0,5
1184,tt1068242,"Comedy, Drama, Music",nm0108132,nm1552693,nm2584600,5.9,October,0,7,0,0,0,3
1185,tt1298644,"Comedy, Crime",nm1128050,nm0004266,nm2313103,5.4,May,0,2,1,68,0,9
1186,tt1017451,"Biography, Drama, Music",nm0797455,nm0829576,nm0266824,6.5,April,0,0,0,52,0,17
1187,tt4595882,"Biography, Comedy, Crime",nm1716636,nm0565250,nm0001290,7.1,November,0,12,2,37,1,34
1188,tt3201640,"Action, Drama, Sci-Fi",nm1587778,nm0671567,nm0135221,5.8,July,0,5,0,13,0,2
1189,tt1691916,"Drama, Fantasy, Mystery",nm1735543,nm3614913,nm4296013,6.5,March,0,4,0,2,0,0
1190,tt4687108,"Horror, Mystery, Thriller",nm0622112,nm5315658,nm10031930,5.4,October,0,15,0,0,0,0
1191,tt1416801,"Biography, Crime, Drama",nm0378144,nm0829032,nm0000686,7.1,May,0,0,0,0,1,24
1192,tt1572315,"Horror, Thriller",nm0525141,nm1275259,nm0713389,4.8,January,0,0,0,0,0,2
1193,tt4139124,"Action, Comedy, Crime",nm1534595,nm1221047,nm1443502,6.3,April,0,3,0,0,1,100
1194,tt1748227,"Action, Adventure, Crime",nm1729303,nm1577637,nm3500747,6.1,November,0,0,0,0,0,0
1195,tt1596346,"Biography, Drama, Family",nm0573732,nm1455681,nm0000598,7.0,April,0,12,0,4,0,11
1196,tt2382396,"Crime, Drama, Thriller",nm0337773,nm0000115,nm4446467,6.9,May,0,14,1,44,0,10
1197,tt2333804,"Comedy, Drama, Fantasy",nm0000416,nm0910607,nm2348627,6.1,April,1,25,2,83,1,15
1198,tt1920849,"Comedy, Romance",nm2853516,nm0000379,nm0279545,5.3,September,0,0,0,39,0,4
1199,tt7374948,"Comedy, Romance",nm0451274,nm4399227,nm1320827,6.8,May,0,0,9,0,0,2
1200,tt1626146,"Adventure, Comedy, Drama",nm0155093,nm0670408,nm0683253,7.0,August,0,12,0,11,1,30
1201,tt1727776,"Action, Comedy, Horror",nm0484907,nm4446467,nm2383250,6.3,October,0,0,0,10,0,2
1202,tt1462769,"Comedy, Drama, Family",nm0373282,nm0004950,nm0249291,6.6,August,1,3,0,11,0,20
1203,tt1430626,"Animation, Adventure, Comedy",nm0520485,nm0000424,nm0000161,6.7,June,3,18,0,23,1,17
1204,tt2119543,"Comedy, Family, Fantasy",nm0744834,nm0085312,nm0000949,6.1,September,0,17,0,13,2,155
1205,tt2345737,"Action, Crime, Drama",nm2391575,nm0001602,nm1500155,6.4,September,0,23,0,11,0,47
1206,tt1214962,"Action, Crime, Drama",nm0002044,nm0000115,nm0005064,6.2,September,0,4,1,44,0,7
1207,tt1987680,"Comedy, Drama",nm1139726,nm0366389,nm0186505,6.9,January,0,4,0,17,1,57
1208,tt2935476,"Drama, Romance",nm0899121,nm1659547,nm0774386,7.1,October,0,53,1,44,0,16
1209,tt1216491,"Biography, Crime, Drama",nm0191147,nm0719637,nm0001598,6.9,October,0,15,2,34,0,2
1210,tt5834262,"Action, Crime, Drama",nm1510800,nm0000149,nm1154749,6.1,June,0,0,2,56,0,0
1211,tt5246700,"Action, Adventure, Drama",nm1270033,nm3772243,nm0334159,5.0,July,0,2,0,3,0,3
1212,tt8623904,"Comedy, Drama, Romance",nm0082450,nm10916154,nm0000668,6.5,November,0,8,0,0,2,61
1213,tt2479478,"Action, Adventure, Comedy",nm0178997,nm0001191,nm0187719,4.8,December,0,0,0,63,0,0
1214,tt1621045,"Comedy, Romance",nm1103162,nm2093097,nm0005517,6.5,April,0,0,0,9,0,8
1215,tt1082807,"Horror, Thriller",nm0572562,nm0302330,nm0001282,6.1,March,0,2,0,0,0,2
1216,tt6673612,"Adventure, Comedy, Family",nm0300866,nm0000375,nm0000104,5.6,January,1,12,2,41,1,62
1217,tt4463894,"Action, Comedy, Crime",nm1103162,nm0000168,nm1900772,6.4,June,0,0,1,39,0,2
1218,tt2243537,"Comedy, Fantasy, Horror",nm1639277,nm0005541,nm0040591,5.0,January,0,0,0,5,0,2
1219,tt1182350,"Comedy, Drama, Romance",nm0000095,nm0000164,nm0915208,6.3,August,4,140,1,52,2,59
1220,tt4916630,"Biography, Crime, Drama",nm2308774,nm0430107,nm0004937,7.6,January,0,33,0,40,1,50
1221,tt1172991,Drama,nm0920274,nm0000255,nm0177933,6.7,February,0,21,2,71,1,34
1222,tt8663516,"Horror, Sci-Fi",nm2209002,nm0001513,nm9354402,5.8,June,0,0,0,0,0,0
1223,tt4190530,"Action, Biography, Drama",nm1193346,nm1946193,nm0614165,7.2,September,1,17,0,7,0,6
1224,tt3118452,"Drama, Horror, Mystery",nm5278146,nm6276713,nm4401508,6.0,October,0,0,0,0,0,0
1225,tt1647668,"Biography, Drama, Sport",nm0318916,nm0358316,nm0541902,7.0,May,0,5,0,16,0,0
1226,tt1656186,"Action, Crime, Thriller",nm0922346,nm0000115,nm0015196,5.5,September,0,2,1,44,0,0
1227,tt1160996,"Action, Sci-Fi, Thriller",nm1199954,nm0954225,nm0000401,5.3,September,0,7,0,3,1,26
1228,tt1741273,"Crime, Drama, Mystery",nm0712753,nm0252230,nm0000173,6.3,November,1,0,1,57,1,100
1229,tt5865326,"Comedy, Crime, Drama",nm0001752,nm0000198,nm0000104,6.3,September,1,31,1,59,1,62
1230,tt1421051,"Comedy, Drama",nm0001068,nm0001151,nm1102577,6.3,September,1,57,0,5,0,11
1231,tt6217306,"Drama, Fantasy, Horror",nm2153088,nm1405398,nm0253355,6.3,October,0,10,0,4,0,0
1232,tt1967545,"Drama, Romance, Thriller",nm0718646,nm0000701,nm0000982,6.9,January,4,63,1,90,1,21
1233,tt2702724,Comedy,nm1229520,nm0565250,nm0068338,5.4,April,0,0,2,37,0,15
1234,tt1196141,"Comedy, Drama, Family",nm0294457,nm2325393,nm2953573,6.2,March,0,3,0,3,0,3
1235,tt1470023,"Action, Comedy",nm1672246,nm0287182,nm1325419,5.5,May,0,8,0,0,1,13
1236,tt0493405,"Action, Comedy, Crime",nm1009277,nm0671567,nm1009277,6.0,March,0,0,0,13,0,0
1237,tt1691917,"Animation, Adventure, Comedy",nm0355806,nm0016141,nm0176981,5.7,September,0,0,0,3,0,3
1238,tt6359956,Comedy,nm0524190,nm0005109,nm0068338,5.6,November,0,2,0,14,0,15
1239,tt1244754,"Biography, Crime, Drama",nm0001282,nm0005476,nm0005377,7.2,November,0,2,2,57,1,48
1240,tt2452042,"Animation, Comedy, Family",nm0553942,nm6907855,nm0006837,7.1,November,0,0,0,5,1,14
1241,tt2039338,"Drama, Horror, Mystery",nm0649117,nm0680983,nm0526019,5.2,September,0,18,1,43,0,19
1242,tt0808510,"Comedy, Family, Fantasy",nm0501185,nm0425005,nm0000171,5.0,January,0,0,0,14,0,5
1243,tt1838544,"Action, Adventure, Mystery",nm1104944,nm1086543,nm1358539,5.9,February,0,14,0,7,0,5
1244,tt4781612,"Biography, Crime, Drama",nm2495732,nm0705356,nm0001057,6.5,August,0,4,0,15,1,49
1245,tt5783956,"Comedy, Fantasy, Romance",nm1847738,nm2796745,nm1275259,6.4,February,1,7,0,3,0,0
1246,tt1053810,Comedy,nm0291205,nm0005562,nm0085312,6.2,October,1,6,1,15,0,13
1247,tt2402101,"Crime, Drama, Mystery",nm0660707,nm0000234,nm0396558,6.2,April,0,4,1,65,0,11
1248,tt1881002,"Drama, Horror",nm3918746,nm0000216,nm1113550,5.6,May,0,0,0,23,1,25
1249,tt5536736,"Comedy, Drama",nm0000876,nm0001191,nm2665105,6.9,October,3,47,0,63,0,0
1250,tt2034031,"Comedy, Drama, Romance",nm1119645,nm0461136,nm1631269,6.4,October,0,12,2,28,0,28
1251,tt5304992,"Comedy, Romance",nm0768957,nm3614913,nm1412974,6.5,June,0,0,0,2,0,2
1252,tt2396589,"Drama, War",nm2011696,nm4207146,nm1659547,7.4,November,1,29,0,11,1,44
1253,tt1674784,"Crime, Drama, Thriller",nm0001708,nm0000115,nm0000173,5.3,October,0,9,1,44,1,100
1254,tt1716777,"Comedy, Drama",nm0476064,nm1517976,nm0006969,7.1,June,0,3,0,7,0,13
1255,tt1402488,"Animation, Adventure, Comedy",nm0004306,nm0000704,nm0000245,5.9,January,1,71,0,28,1,64
1256,tt4758646,"Comedy, Drama, War",nm2391575,nm0000093,nm0079418,6.0,May,0,23,2,117,0,0
1257,tt6472976,"Drama, Romance",nm1682573,nm4726634,nm0819850,7.2,March,0,29,0,3,0,11
1258,tt2428170,"Horror, Thriller",nm2674307,nm2674307,nm0243233,6.3,June,0,6,0,6,0,8
1259,tt2638144,"Action, Adventure, Drama",nm0067457,nm1658935,nm1527905,5.7,September,0,11,0,8,0,2
1260,tt2669336,"Horror, Sci-Fi, Thriller",nm1783713,nm1263939,nm0641610,6.5,May,0,18,0,4,0,0
1261,tt1866249,"Biography, Comedy, Drama",nm0506802,nm0370035,nm0000166,7.2,November,0,9,1,18,1,46
1262,tt1529572,"Crime, Drama, Thriller",nm0001710,nm0654110,nm0001416,6.9,April,0,4,1,21,2,17
1263,tt1540011,"Horror, Mystery, Thriller",nm1417392,nm4372483,nm5555747,5.0,September,0,6,0,0,0,0
1264,tt1067774,"Adventure, Comedy, Family",nm0080120,nm1411125,nm1015262,5.8,July,0,8,0,41,0,4
1265,tt7125860,"Drama, Romance",nm1503575,nm8460487,nm4150847,7.1,December,1,91,0,5,0,4
1266,tt1720616,"Comedy, Drama, Romance",nm0922724,nm0922724,nm0004395,6.1,March,0,4,0,4,0,2
1267,tt2918436,"Horror, Mystery, Sci-Fi",nm0312173,nm1312575,nm0243233,5.2,February,0,2,0,24,0,8
1268,tt5177088,"Action, Crime, Drama",nm1793079,nm2946516,nm7917803,6.1,October,0,0,0,2,0,0
1269,tt1620680,"Adventure, Family, Fantasy",nm1148550,nm4977564,nm0001856,4.2,March,1,60,0,0,2,52
1270,tt1598828,"Action, Comedy, Crime",nm1455688,nm0001337,nm0641816,5.3,February,0,0,0,10,0,0
1271,tt1535438,"Comedy, Drama, Romance",nm0291205,nm0000658,nm0000169,6.3,August,1,6,3,174,1,42
1272,tt4481514,"Comedy, Crime",nm1157527,nm0002071,nm0688132,5.6,June,0,0,0,16,0,28
1273,tt1291580,"Biography, Drama, Music",nm0001752,nm0000140,nm0000354,7.0,May,1,31,2,49,1,34
1274,tt1464580,"Drama, Horror, Sci-Fi",nm0585344,nm1269733,nm0198804,6.5,June,0,6,0,0,0,2
1275,tt1698641,"Comedy, Family",nm0037708,nm0136797,nm0004950,6.2,October,0,3,1,35,0,11
1276,tt1273678,"Action, Comedy, Family",nm0505152,nm0000329,nm0005520,5.4,June,0,2,0,46,0,0
1277,tt3165612,"Comedy, Drama, Romance",nm2853516,nm0837177,nm1555340,6.5,August,0,0,0,0,0,8
1278,tt1369706,"Horror, Mystery, Thriller",nm0000118,nm1720028,nm0336701,5.6,July,0,22,0,4,0,0
1279,tt2528814,Drama,nm1880561,nm2436499,nm0001757,4.7,March,0,0,0,0,0,4
1280,tt0798817,"Crime, Drama, Thriller",nm1201875,nm0727165,nm0057055,6.1,NA,0,9,0,7,0,0
1281,tt1423995,"Drama, Thriller",nm0192845,nm0001570,nm0000170,5.4,October,0,5,3,47,0,3
1282,tt0763831,"Comedy, Drama",nm0005367,nm0000552,nm0193295,5.9,March,0,3,1,40,0,6
1283,tt2318092,"Drama, Romance",nm0275277,nm3538539,nm1641117,6.3,February,0,0,0,0,0,7
1284,tt1233301,"Action, Drama, History",nm0257646,nm0316079,nm0002076,6.1,March,0,0,1,46,0,0
1285,tt2980210,"Comedy, Drama, Romance",nm0878756,nm0000158,nm4025491,6.1,April,0,39,2,88,0,0
1286,tt0385887,"Crime, Drama, Mystery",nm0001570,nm0001570,nm1813221,6.8,November,3,47,3,47,0,7
1287,tt5541240,Drama,nm0637497,nm2796058,nm2934314,6.8,July,0,4,0,0,0,4
1288,tt3881784,"Biography, Drama",nm0337773,nm0350453,nm1137209,6.9,September,0,14,1,36,0,31
1289,tt4769836,"Action, Adventure, Comedy",nm0109359,nm0001191,nm0005450,5.7,May,0,2,0,63,0,4
1290,tt2837574,"Biography, Comedy, Crime",nm1108007,nm0000602,nm0000729,6.7,October,0,19,1,42,1,66
1291,tt7153766,"Drama, Horror, Mystery",nm0001752,nm2946516,nm0502671,6.4,March,1,31,0,2,0,5
1292,tt0491175,"Comedy, Thriller",nm0000123,nm0000354,nm0000194,5.7,October,2,91,1,34,1,114
1293,tt3387542,"Horror, Mystery, Thriller",nm4941030,nm1754059,nm2151126,4.8,January,0,3,0,2,0,0
1294,tt1571249,"Comedy, Drama, Romance",nm2574897,nm1325419,nm0352778,6.8,September,0,0,1,13,0,21
1295,tt1596345,"Biography, Drama, Sport",nm0001880,nm0001497,nm0000630,7.0,September,1,24,0,8,0,14
1296,tt1430612,"Action, Crime, Thriller",nm0216214,nm0908094,nm1042642,5.7,April,0,4,0,7,0,0
1297,tt8110640,"Crime, Mystery, Sci-Fi",nm0585344,nm2933542,nm1671147,6.2,September,0,6,0,0,0,0
1298,tt1714203,"Comedy, Horror",nm0347657,nm1263939,nm0000609,3.7,July,0,2,0,4,0,5
1299,tt2473682,"Horror, Mystery",nm0484907,nm5594209,nm0246612,5.0,January,0,0,0,0,0,0
1300,tt0337692,"Adventure, Drama, Romance",nm0758574,nm0727165,nm1330560,6.1,May,0,56,0,7,0,4
1301,tt5697572,"Comedy, Drama, Family",nm0393799,nm0179479,nm0001132,2.8,December,1,35,0,13,1,65
1302,tt4385888,"Comedy, Drama",nm0590122,nm0000906,nm1102577,7.3,January,1,7,4,54,0,11
1303,tt7734218,"Action, Comedy, Crime",nm0236226,nm1176985,nm3529685,6.2,July,0,4,0,3,1,4
1304,tt3401882,Comedy,nm0007193,nm0001084,nm0206359,5.6,February,0,0,0,9,0,2
1305,tt3174376,"Drama, Fantasy, Horror",nm1093039,nm0098378,nm12118146,6.2,January,0,32,0,4,0,0
1306,tt4520364,"Action, Horror, Sci-Fi",nm0779524,nm0544718,nm5896355,5.8,September,0,0,0,2,0,10
1307,tt1521197,"Drama, Thriller",nm0000386,nm0406975,nm0000603,6.9,October,0,19,0,4,1,49
1308,tt2328900,"Biography, Drama, History",nm6066050,nm1519680,nm3053338,6.3,December,0,0,4,67,2,20
1309,tt2994190,"Drama, War",nm0972104,nm0829576,nm1818216,6.9,October,0,0,0,52,0,9
1310,tt7549996,"Biography, Drama, Romance",nm3734458,nm0000250,nm2976580,6.8,October,0,2,2,50,9,12
1311,tt2493486,"Action, Drama, History",nm1589546,nm0654110,nm0000151,6.2,April,0,0,1,21,1,63
1312,tt0800325,"Biography, Comedy, Drama",nm0871860,nm3150488,nm3701064,7.0,March,0,0,0,0,0,0
1313,tt2515034,"Action, Crime, Thriller",nm0603628,nm0000576,nm0252961,5.8,March,0,0,2,72,0,25
1314,tt1837703,"Biography, Crime, Drama",nm0174374,nm1212722,nm0117709,6.2,November,1,18,1,32,0,24
1315,tt2403021,"Adventure, Horror",nm0744834,nm4448022,nm1642639,5.3,September,0,17,0,0,0,0
1316,tt1426329,"Biography, Drama",nm0258531,nm1086543,nm0765597,6.2,August,2,23,0,7,0,14
1317,tt6398184,"Drama, Romance",nm0257554,nm1304386,nm5320024,7.4,September,0,0,0,0,0,0
1318,tt1730768,"Biography, Drama, History",nm0138927,nm1567113,nm0374949,7.0,March,0,22,2,85,0,0
1319,tt7958736,"Horror, Mystery, Thriller",nm0853238,nm0818055,nm9537602,5.6,May,0,13,1,38,0,0
1320,tt1562871,"Action, Adventure, Sci-Fi",nm1025280,nm0451321,nm0992000,4.7,October,0,8,0,92,0,13
1321,tt3721936,"Drama, Romance",nm0036349,nm7603745,nm0479471,7.0,October,1,60,0,0,0,16
1322,tt1667310,"Crime, Drama, Thriller",nm0752328,nm0051509,nm1312575,6.3,November,0,15,0,8,0,24
1323,tt2172584,"Comedy, Drama",nm0000343,nm0000194,nm1985859,6.2,May,0,70,1,114,0,6
1324,tt3181822,Thriller,nm0003418,nm0000182,nm4554428,4.7,January,0,0,0,65,0,0
1325,tt2017020,"Animation, Adventure, Comedy",nm0331532,nm0000439,nm1724323,5.3,August,0,0,0,25,0,0
1326,tt2368619,"Action, Crime, Drama",nm1220140,nm0252961,nm0534635,6.3,April,0,2,0,25,0,3
1327,tt0498381,"Drama, Horror, Mystery",nm1279573,nm4436761,nm1025139,4.5,February,0,21,0,0,0,0
1328,tt6212478,"Biography, Crime, Drama",nm1717925,nm9858131,nm9858130,7.0,August,0,12,0,0,0,0
1329,tt1999995,"Horror, Thriller",nm1428946,nm0811242,nm0820053,5.7,June,0,0,0,6,1,7
1330,tt4913966,"Horror, Mystery, Thriller",nm1980431,nm0004802,nm0190441,5.3,April,0,0,0,3,0,2
1331,tt5397194,"Crime, Sci-Fi, Thriller",nm0629272,nm0654110,nm6276553,6.1,May,1,11,1,21,0,0
1332,tt2872750,"Animation, Adventure, Comedy",nm0123666,nm1017994,nm0816950,7.3,March,1,4,0,0,0,0
1333,tt2467046,"Action, Fantasy, Sci-Fi",nm0002184,nm0000115,nm0000670,3.1,October,0,3,1,44,0,5
1334,tt3319920,"Crime, Drama, Mystery",nm0024622,nm0000160,nm0000667,5.7,October,0,59,4,67,0,7
1335,tt2637294,"Comedy, Mystery, Sci-Fi",nm0684336,nm1117791,nm0732497,5.1,February,0,0,0,0,0,2
1336,tt6491178,"Action, Crime, Drama",nm0951975,nm0000154,nm0000681,6.9,March,0,4,2,41,0,7
1337,tt1758795,"Comedy, Romance",nm0962849,nm2201555,nm2215447,5.8,July,0,2,0,5,0,0
1338,tt10682266,"Comedy, Fantasy, Mystery",nm0109359,nm0001191,nm0416673,5.2,October,0,2,0,63,0,0
1339,tt2870708,"Comedy, Drama",nm0103785,nm0103785,nm1428821,6.7,July,0,11,0,11,0,6
1340,tt0420293,"Biography, Drama, History",nm1547859,nm3009232,nm4446467,6.9,July,0,8,0,10,0,10
1341,tt1265990,Thriller,nm0160157,nm1310368,nm1015262,4.8,February,1,0,0,0,0,4
1342,tt2091473,Drama,nm0001814,nm0000354,nm0000531,6.6,April,2,46,1,34,2,91
